商品名称,物品编号,物品名称,单耗,单位
拉番茄套餐1,PA99001,16A 冷杯,1.0,pc
拉番茄套餐1,BE01004,百事可乐原味,25.0,g
拉番茄套餐1,PA99024,PLA尖头吸管,1.0,pc
拉番茄套餐1,PA99027,哑光塑料封口膜,1.0,pc
拉番茄套餐1,PA99008,4#全鸡袋,1.0,pc
拉番茄套餐1,SE05002,辣味粉,10.0,g
拉番茄套餐1,FR01003,鸡腿,1.0,pc
拉番茄套餐1,SA01003,甜辣酱（小包）,1.0,pc
拉番茄套餐1,PA99018,打包袋 (小号),1.0,pc
拉番茄套餐1,SA01004,番茄酱 （小包）,1.0,pc
拉番茄套餐1,DR02002,炸鸡炸粉,10.0,g
拉番茄套餐1,PA99013,小纸袋,1.0,pc
整只鸡套餐,PA99001,16A 冷杯,2.0,pc
整只鸡套餐,BE01004,百事可乐原味,50.0,g
整只鸡套餐,PA99024,PLA尖头吸管,2.0,pc
整只鸡套餐,PA99027,哑光塑料封口膜,2.0,pc
整只鸡套餐,PA99017,五合一汉堡纸,1.0,pc
整只鸡套餐,DR02001,起酥油,20.0,g
整只鸡套餐,SE01001,腌泡粉,10.0,g
整只鸡套餐,PA99023,手套,1.0,pc
整只鸡套餐,DR02002,炸鸡炸粉,10.0,g
整只鸡套餐,SA01008,甜辣酱（大包）,20.0,g
整只鸡套餐,SA01009,番茄酱（大包）,20.0,g
整只鸡套餐,CK01001,整鸡,1.0,pc
整只鸡套餐,PA99016,托盘纸,2.0,pc
整只鸡套餐,PA99006,中薯盒,1.0,pc
整只鸡套餐,FR02001,薯条细款7mm,150.0,g
整只鸡套餐,DR06002,盐,1.0,g
整只鸡套餐,PA99018,打包袋 (小号),1.0,pc
整只鸡套餐,SA01013,番茄酱（小包）,1.0,pc
整只鸡套餐,SA01010,辣椒酱（小包）,1.0,pc
整只鸡套餐,PA99005,外卖筒形薯盒,1.0,pc
整鸡套餐,DR02001,起酥油,20.0,g
整鸡套餐,PA99017,五合一汉堡纸,1.0,pc
整鸡套餐,SE01001,腌泡粉,15.0,g
整鸡套餐,PA99023,手套,1.0,pc
整鸡套餐,DR02002,炸鸡炸粉,10.0,g
整鸡套餐,SA01008,辣椒酱（大包）,40.0,g
整鸡套餐,SA01009,番茄酱（大包）,40.0,g
整鸡套餐,CK01001,整鸡,1.0,pc
整鸡套餐,PA99016,托盘纸,2.0,pc
整鸡套餐,BE01001,百事零度,1.0,g
整鸡套餐,PA99001,16A 冷杯,2.0,pc
整鸡套餐,PA99024,PLA尖头吸管,2.0,pc
整鸡套餐,PA99020,单杯袋,2.0,pc
整鸡套餐,PA99027,哑光塑料封口膜,2.0,pc
整鸡套餐,BE01003,百事立顿红茶,1.0,g
整鸡套餐,PA99006,中薯盒,1.0,pc
整鸡套餐,FR02001,薯条细款7mm,150.0,g
整鸡套餐,DR06002,盐,1.0,g
整鸡套餐,PA99018,打包袋 (小号),1.0,pc
整鸡套餐,SA01013,番茄酱（小包）,1.0,pc
整鸡套餐,SA01010,辣椒酱（小包）,1.0,pc
整鸡套餐,PA99005,外卖筒形薯盒,1.0,pc
整鸡套餐,BE01004,百事可乐原味,50.0,g
整鸡套餐,BE02002,橙C粉,12.0,g
整鸡套餐,BE02005,荔枝味粉,14.0,g
整鸡套餐,SE05001,BBQ酱,15.0,g
整鸡套餐,BE02001,泰式奶茶粉,12.0,g
整鸡套餐,PA99015,500PP杯（U型）,1.0,pc
整鸡套餐,BE01002,百事七喜,1.0,g
新店开业套餐2,DR02001,起酥油,10.0,g
标准套装,PA99001,16A 冷杯,1.0,pc
标准套装,BE01004,百事可乐原味,25.0,g
标准套装,PA99024,PLA尖头吸管,1.0,pc
标准套装,PA99027,哑光塑料封口膜,1.0,pc
标准套装,PA99006,中薯盒,1.0,pc
标准套装,FR02001,薯条细款7mm,150.0,g
标准套装,DR02001,起酥油,20.0,g
标准套装,SA01008,甜辣酱（大包）,20.0,g
标准套装,SA01009,番茄酱（大包）,20.0,g
标准套装,DR06002,盐,1.0,g
标准套装,PA99018,打包袋 (小号),1.0,pc
标准套装,SA01013,番茄酱（小包）,1.0,pc
标准套装,SA01010,辣椒酱（小包）,1.0,pc
标准套装,PA99005,外卖筒形薯盒,1.0,pc
标准套装,PA99016,托盘纸,2.0,pc
标准套装,SA02001,沙拉酱,15.0,g
标准套装,SE05002,辣味粉,10.0,g
标准套装,PA99017,五合一汉堡纸,1.0,pc
标准套装,PA99023,手套,1.0,pc
标准套装,FR01001,无骨方腿腿肉汉堡用,1.0,pc
标准套装,DR02002,炸鸡炸粉,10.0,g
标准套装,DR01001,汉堡面包,1.0,pc
标准套装,MK01019,生菜,15.0,g
欢乐套餐 2,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 2,PA99025,一次性餐包,1.0,pc
欢乐套餐 2,SE05002,辣味粉,10.0,g
欢乐套餐 2,DR02001,起酥油,10.0,g
欢乐套餐 2,PA99023,手套,1.0,pc
欢乐套餐 2,FR01004,翅根,8.0,pc
欢乐套餐 2,CK02004,肉丁（原味米花）,12.0,pc
欢乐套餐 2,PA99003,鸡米花盒,1.0,pc
欢乐套餐 2,SA01013,番茄酱（小包）,1.0,pc
欢乐套餐 2,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 2,PA99020,单杯袋,1.0,pc
欢乐套餐 2,PA99001,16A 冷杯,1.0,pc
欢乐套餐 2,BE01004,百事可乐原味,25.0,g
欢乐套餐 2,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 2,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 2,SA01001,甜辣酱（大包）,10.0,g
欢乐套餐 2,PA99016,托盘纸,1.0,pc
欢乐套餐 2,SA01002,番茄酱（大包）,10.0,g
欢乐套餐 2,PA99004,65oz 桶(含盖),1.0,pc
欢乐套餐 3,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 3,PA99025,一次性餐包,1.0,pc
欢乐套餐 3,SE05002,辣味粉,10.0,g
欢乐套餐 3,DR02001,起酥油,10.0,g
欢乐套餐 3,PA99023,手套,1.0,pc
欢乐套餐 3,FR01004,翅根,8.0,pc
欢乐套餐 3,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 3,CK02003,鸡棒,5.0,pc
欢乐套餐 3,SA01013,番茄酱（小包）,1.0,pc
欢乐套餐 3,SA01010,辣椒酱（小包）,1.0,pc
欢乐套餐 3,PA99013,小纸袋,1.0,pc
欢乐套餐 3,PA99020,单杯袋,1.0,pc
欢乐套餐 3,PA99001,16A 冷杯,1.0,pc
欢乐套餐 3,BE01004,百事可乐原味,25.0,g
欢乐套餐 3,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 3,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 4,PA99020,单杯袋,1.0,pc
欢乐套餐 4,PA99001,16A 冷杯,1.0,pc
欢乐套餐 4,BE01004,百事可乐原味,25.0,g
欢乐套餐 4,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 4,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 4,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 4,PA99025,一次性餐包,1.0,pc
欢乐套餐 4,CK01002,鸡块,5.0,pc
欢乐套餐 4,SA01003,甜辣酱（小包）,1.0,pc
欢乐套餐 4,DR02001,起酥油,10.0,g
欢乐套餐 4,PA99012,小号方底袋,1.0,pc
欢乐套餐 4,PA99018,打包袋 (小号),1.0,pc
欢乐套餐 4,SA01004,番茄酱 （小包）,1.0,pc
欢乐套餐 4,SE05002,辣味粉,10.0,g
欢乐套餐 4,PA99023,手套,1.0,pc
欢乐套餐 4,FR01004,翅根,8.0,pc
欢乐套餐 4,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 5,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 5,PA99025,一次性餐包,1.0,pc
欢乐套餐 5,SE05002,辣味粉,10.0,g
欢乐套餐 5,DR02001,起酥油,10.0,g
欢乐套餐 5,PA99023,手套,1.0,pc
欢乐套餐 5,FR01004,翅根,8.0,pc
欢乐套餐 5,FR02001,薯条细款7mm,150.0,g
欢乐套餐 5,SA01013,番茄酱（小包）,1.0,pc
欢乐套餐 5,SA01010,辣椒酱（小包）,1.0,pc
欢乐套餐 5,PA99005,外卖筒形薯盒,1.0,pc
欢乐套餐 5,DR06002,盐,1.0,g
欢乐套餐 5,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 5,PA99020,单杯袋,1.0,pc
欢乐套餐 5,PA99001,16A 冷杯,1.0,pc
欢乐套餐 5,BE01004,百事可乐原味,25.0,g
欢乐套餐 5,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 5,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 5,PA99006,中薯盒,1.0,pc
欢乐套餐 5,PA99004,65oz 桶(含盖),1.0,pc
欢乐套餐 5,PA99016,托盘纸,1.0,pc
欢乐套餐 5,PA99018,打包袋 (小号),1.0,pc
欢乐套餐 6,PA99020,单杯袋,1.0,pc
欢乐套餐 6,PA99001,16A 冷杯,1.0,pc
欢乐套餐 6,BE01004,百事可乐原味,25.0,g
欢乐套餐 6,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 6,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 6,PA99019,打包袋 (大号),1.0,pc
欢乐套餐 6,SA02001,沙拉酱,15.0,g
欢乐套餐 6,PA99025,一次性餐包,1.0,pc
欢乐套餐 6,PA99034,食安封签,1.0,pc
欢乐套餐 6,SE05002,辣味粉,10.0,g
欢乐套餐 6,PA99017,五合一汉堡纸,1.0,pc
欢乐套餐 6,DR02001,起酥油,10.0,g
欢乐套餐 6,FR01001,无骨方腿腿肉汉堡用,1.0,pc
欢乐套餐 6,SA01013,番茄酱（小包）,1.0,pc
欢乐套餐 6,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 6,MK01019,生菜,15.0,g
欢乐套餐 6,DR01001,汉堡面包,1.0,pc
欢乐套餐 6,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 6,FR01004,翅根,8.0,pc
欢乐套餐 6,PA99004,65oz 桶(含盖),1.0,pc
欢乐套餐 6,PA99023,手套,1.0,pc
欢乐套餐 6,PA99016,托盘纸,1.0,pc
欢乐套餐 7,PA99019,打包袋 (大号),1.0,pc
欢乐套餐 7,SA02001,沙拉酱,15.0,g
欢乐套餐 7,PA99025,一次性餐包,1.0,pc
欢乐套餐 7,PA99034,食安封签,1.0,pc
欢乐套餐 7,SE05002,辣味粉,10.0,g
欢乐套餐 7,DR01001,汉堡面包,1.0,pc
欢乐套餐 7,PA99017,五合一汉堡纸,1.0,pc
欢乐套餐 7,DR02001,起酥油,10.0,g
欢乐套餐 7,FR01001,无骨方腿腿肉汉堡用,1.0,pc
欢乐套餐 7,SA01013,番茄酱（小包）,1.0,pc
欢乐套餐 7,MK01019,生菜,15.0,g
欢乐套餐 7,SE05001,BBQ酱,15.0,g
欢乐套餐 7,PA99023,手套,1.0,pc
欢乐套餐 7,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 7,FR01004,翅根,8.0,pc
欢乐套餐 7,PA99020,单杯袋,1.0,pc
欢乐套餐 7,PA99001,16A 冷杯,1.0,pc
欢乐套餐 7,BE01004,百事可乐原味,25.0,g
欢乐套餐 7,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 7,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 7,PA99004,65oz 桶(含盖),1.0,pc
欢乐套餐 7,SA01001,甜辣酱（大包）,10.0,g
欢乐套餐 7,SA01002,番茄酱（大包）,10.0,g
欢乐套餐 7,FR03001,8寸面饼,1.0,pc
欢乐套餐 7,PA99016,托盘纸,1.0,pc
欢乐套餐 8,PA99008,4#全鸡袋,1.0,pc
欢乐套餐 8,PA99025,一次性餐包,1.0,pc
欢乐套餐 8,SE05002,辣味粉,10.0,g
欢乐套餐 8,DR02001,起酥油,10.0,g
欢乐套餐 8,PA99023,手套,1.0,pc
欢乐套餐 8,FR01004,翅根,8.0,pc
欢乐套餐 8,DR02002,炸鸡炸粉,10.0,g
欢乐套餐 8,PA99020,单杯袋,1.0,pc
欢乐套餐 8,PA99001,16A 冷杯,1.0,pc
欢乐套餐 8,BE01004,百事可乐原味,25.0,g
欢乐套餐 8,PA99024,PLA尖头吸管,1.0,pc
欢乐套餐 8,PA99027,哑光塑料封口膜,1.0,pc
欢乐套餐 8,FR03001,8寸面饼,1.0,pc
欢乐套餐 8,PA99019,打包袋 (大号),1.0,pc
欢乐套餐 8,PA99017,五合一汉堡纸,1.0,pc
欢乐套餐 8,SA01003,甜辣酱（小包）,1.0,pc
欢乐套餐 8,FR01001,无骨方腿腿肉汉堡用,1.0,pc
欢乐套餐 8,SA01004,番茄酱 （小包）,1.0,pc
欢乐套餐 8,MK01019,生菜,15.0,g
汉堡套餐,BE01003,百事立顿红茶,1.0,g
汉堡套餐,PA99001,16A 冷杯,1.0,pc
汉堡套餐,PA99020,单杯袋,1.0,pc
汉堡套餐,PA99024,PLA尖头吸管,1.0,pc
汉堡套餐,PA99027,哑光塑料封口膜,1.0,pc
汉堡套餐,PA99006,中薯盒,1.0,pc
汉堡套餐,FR02001,薯条细款7mm,150.0,g
汉堡套餐,DR02001,起酥油,20.0,g
汉堡套餐,SA01008,甜辣酱（大包）,20.0,g
汉堡套餐,SA01009,番茄酱（大包）,20.0,g
汉堡套餐,DR06002,盐,1.0,g
汉堡套餐,PA99018,打包袋 (小号),1.0,pc
汉堡套餐,SA01013,番茄酱（小包）,1.0,pc
汉堡套餐,SA01010,辣椒酱（小包）,1.0,pc
汉堡套餐,PA99005,外卖筒形薯盒,1.0,pc
汉堡套餐,PA99016,托盘纸,2.0,pc
汉堡套餐,SA02001,沙拉酱,15.0,g
汉堡套餐,SE05002,辣味粉,10.0,g
汉堡套餐,PA99017,五合一汉堡纸,1.0,pc
汉堡套餐,PA99023,手套,1.0,pc
汉堡套餐,FR01001,无骨方腿腿肉汉堡用,1.0,pc
汉堡套餐,DR02002,炸鸡炸粉,10.0,g
汉堡套餐,DR01001,汉堡面包,1.0,pc
汉堡套餐,MK01019,生菜,15.0,g
汉堡套餐,BE01004,百事可乐原味,25.0,g
派对套装,PA99025,一次性餐包,3.0,pc
派对套装,PA99012,小号方底袋,2.0,pc
派对套装,PA99026,木勺,1.0,pc
派对套装,PA01007,玉米杯,1.0,pc
派对套装,PA99018,打包袋 (小号),5.0,pc
派对套装,MK01003,玉米粒,120.0,g
派对套装,PA01008,玉米杯盖,1.0,pc
派对套装,PA99019,打包袋 (大号),1.0,pc
派对套装,SA02001,沙拉酱,15.0,g
派对套装,PA99034,食安封签,1.0,pc
派对套装,SE05002,辣味粉,30.0,g
派对套装,PA99017,五合一汉堡纸,1.0,pc
派对套装,DR02001,起酥油,40.0,g
派对套装,FR01001,无骨方腿腿肉汉堡用,1.0,pc
派对套装,SA01013,番茄酱（小包）,1.0,pc
派对套装,DR02002,炸鸡炸粉,30.0,g
派对套装,DR01001,汉堡面包,1.0,pc
派对套装,MK01019,生菜,15.0,g
派对套装,PA99008,4#全鸡袋,4.0,pc
派对套装,PA99003,鸡米花盒,1.0,pc
派对套装,SA01003,甜辣酱（小包）,3.0,pc
派对套装,CK01003,肉好多烤肠（鸡肉）,8.0,pc
派对套装,SA01004,番茄酱 （小包）,3.0,pc
派对套装,FR01003,鸡腿,2.0,pc
派对套装,PA99020,单杯袋,2.0,pc
派对套装,PA99023,手套,2.0,pc
派对套装,PA99013,小纸袋,2.0,pc
派对套餐,PA99020,单杯袋,2.0,pc
派对套餐,PA99001,16A 冷杯,2.0,pc
派对套餐,BE01004,百事可乐原味,50.0,g
派对套餐,PA99024,PLA尖头吸管,2.0,pc
派对套餐,PA99027,哑光塑料封口膜,2.0,pc
派对套餐,PA99019,打包袋 (大号),1.0,pc
派对套餐,SA02001,沙拉酱,15.0,g
派对套餐,PA99025,一次性餐包,1.0,pc
派对套餐,PA99034,食安封签,1.0,pc
派对套餐,SE05002,辣味粉,10.0,g
派对套餐,PA99017,五合一汉堡纸,1.0,pc
派对套餐,DR02001,起酥油,10.0,g
派对套餐,FR01001,无骨方腿腿肉汉堡用,1.0,pc
派对套餐,DR01001,汉堡面包,1.0,pc
派对套餐,SA01013,番茄酱（小包）,1.0,pc
派对套餐,DR02002,炸鸡炸粉,10.0,g
派对套餐,MK01019,生菜,15.0,g
派对套餐,SA01010,辣椒酱（小包）,1.0,pc
派对套餐,PA99013,小纸袋,1.0,pc
派对套餐,PA99008,4#全鸡袋,1.0,pc
派对套餐,FR01003,鸡腿,2.0,pc
派对套餐,SA01003,甜辣酱（小包）,1.0,pc
派对套餐,SA01004,番茄酱 （小包）,1.0,pc
派对套餐,PA99012,小号方底袋,1.0,pc
派对套餐,PA99026,木勺,1.0,pc
派对套餐,PA01007,玉米杯,1.0,pc
派对套餐,MK01003,玉米粒,120.0,g
派对套餐,PA01008,玉米杯盖,1.0,pc
派对套餐,PA99003,鸡米花盒,1.0,pc
派对套餐,CK01003,肉好多烤肠（鸡肉）,1.0,pc
派对套餐,PA99006,中薯盒,1.0,pc
派对套餐,FR02001,薯条细款7mm,150.0,g
派对套餐,SA01008,辣椒酱（大包）,10.0,g
派对套餐,SA01009,番茄酱（大包）,10.0,g
派对套餐,DR06002,盐,1.0,g
派对套餐,CK02004,肉丁（原味米花）,12.0,pc
派对套餐,PA99016,托盘纸,1.0,pc
测试,SE01001,腌泡粉,30.0,g
测试,PA99023,手套,2.0,pc
测试,DR02002,炸鸡炸粉,100.0,g
测试,SA01008,辣椒酱（大包）,60.0,g
测试,SA01009,番茄酱（大包）,60.0,g
测试,FR01006,整鸡,2.0,pc
测试,PA99016,托盘纸,1.0,pc
测试,PA99017,五合一汉堡纸,2.0,pc
测试,DR02001,起酥油,10.0,g
测试,PA99007,铝箔全鸡袋,1.0,pc
测试,SE05001,BBQ酱,15.0,g
添加饮品（照烧鸡肉饭套餐）,PA99001,16A 冷杯,1.0,pc
添加饮品（照烧鸡肉饭套餐）,BE01004,百事可乐原味,25.0,g
添加饮品（照烧鸡肉饭套餐）,PA99024,PLA尖头吸管,1.0,pc
添加饮品（照烧鸡肉饭套餐）,PA99027,哑光塑料封口膜,1.0,pc
温暖满足,PA99026,木勺,1.0,pc
温暖满足,PA01007,玉米杯,1.0,pc
温暖满足,MK01003,玉米粒,120.0,g
温暖满足,PA99016,托盘纸,6.0,pc
温暖满足,PA01008,玉米杯盖,1.0,pc
温暖满足,PA99001,16A 冷杯,3.0,pc
温暖满足,BE01004,百事可乐原味,75.0,g
温暖满足,PA99024,PLA尖头吸管,3.0,pc
温暖满足,PA99027,哑光塑料封口膜,3.0,pc
温暖满足,PA99006,中薯盒,1.0,pc
温暖满足,FR02001,薯条细款7mm,150.0,g
温暖满足,DR02001,起酥油,65.0,g
温暖满足,SA01008,甜辣酱（大包）,70.0,g
温暖满足,SA01009,番茄酱（大包）,70.0,g
温暖满足,DR06002,盐,1.0,g
温暖满足,PA99018,打包袋 (小号),2.0,pc
温暖满足,SA01013,番茄酱（小包）,1.0,pc
温暖满足,SA01010,辣椒酱（小包）,1.0,pc
温暖满足,PA99005,外卖筒形薯盒,1.0,pc
温暖满足,SA02001,沙拉酱,45.0,g
温暖满足,SE05002,辣味粉,30.0,g
温暖满足,PA99017,五合一汉堡纸,3.0,pc
温暖满足,PA99023,手套,4.0,pc
温暖满足,FR01001,无骨方腿腿肉汉堡用,3.0,pc
温暖满足,DR02002,炸鸡炸粉,30.0,g
温暖满足,DR01001,汉堡面包,3.0,pc
温暖满足,MK01019,生菜,45.0,g
温暖满足,PA99008,4#全鸡袋,1.0,pc
温暖满足,PA99025,一次性餐包,1.0,pc
温暖满足,CK01002,鸡块,5.0,pc
温暖满足,PA99014,大薯袋,1.0,pc
温暖满足,SA01003,甜辣酱（小包）,1.0,pc
温暖满足,PA99012,小号方底袋,1.0,pc
温暖满足,SA01004,番茄酱 （小包）,1.0,pc
温暖满足,CK02004,肉丁（原味米花）,12.0,pc
温暖满足,PA99003,鸡米花盒,1.0,pc
温暖满足,BE01003,百事立顿红茶,25.0,g
温暖满足,PA99020,单杯袋,1.0,pc
温暖满足,BE01001,百事零度,25.0,g
温暖满足,BE01002,百事七喜,25.0,g
温暖满足,BE02002,橙C粉,12.0,g
温暖满足,PA99015,500PP杯（U型）,3.0,pc
温暖满足,BE02001,泰式奶茶粉,12.0,g
温暖满足,BE02005,荔枝味饮料粉,12.0,g
满足8（原价）,SE05002,辣味粉,10.0,g
满足8（原价）,DR02001,起酥油,10.0,g
满足8（原价）,PA99023,手套,1.0,pc
满足8（原价）,FR01004,翅根,8.0,pc
满足8（原价）,PA99007,铝箔全鸡袋,1.0,pc
满足8（原价）,SE05001,BBQ酱,15.0,g
满足8（原价）,PA99016,托盘纸,1.0,pc
满足感 4,FR05001,十块鸡,5.0,pc
炸手枪腿饭套餐,MK01020,黄瓜片,20.0,g
炸手枪腿饭套餐,PA01006,酱料盒（堂食）,1.0,pc
炸手枪腿饭套餐,PA99006,中薯盒,1.0,pc
炸手枪腿饭套餐,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
炸手枪腿饭套餐,FR02001,薯条细款7mm,150.0,g
炸手枪腿饭套餐,DR02001,起酥油,10.0,g
炸手枪腿饭套餐,PA99001,16A 冷杯,1.0,pc
炸手枪腿饭套餐,PA99023,手套,1.0,pc
炸手枪腿饭套餐,BE01004,百事可乐原味,25.0,g
炸手枪腿饭套餐,DR01002,香米,150.0,g
炸手枪腿饭套餐,MK01016,香辣蘸料,40.0,g
炸手枪腿饭套餐,DR02002,炸鸡炸粉,10.0,g
炸手枪腿饭套餐,PA01002,塑料碗盒（方盒）,1.0,pc
炸手枪腿饭套餐,PA99024,PLA尖头吸管,1.0,pc
炸手枪腿饭套餐,PA99027,哑光塑料封口膜,1.0,pc
炸手枪腿饭套餐,FR01002,手枪腿,1.0,pc
炸手枪腿饭套餐,PA99016,托盘纸,1.0,pc
炸手枪腿饭套餐,SA01008,辣椒酱（大包）,10.0,g
炸手枪腿饭套餐,SA01009,番茄酱（大包）,10.0,g
炸手枪腿饭套餐,DR06002,盐,1.0,g
炸鸡腿饭套餐,PA99001,16A 冷杯,1.0,pc
炸鸡腿饭套餐,BE01004,百事可乐原味,25.0,g
炸鸡腿饭套餐,PA99024,PLA尖头吸管,1.0,pc
炸鸡腿饭套餐,MK01020,黄瓜片,20.0,g
炸鸡腿饭套餐,PA01006,酱料盒（堂食）,1.0,pc
炸鸡腿饭套餐,SE05002,辣味粉,3.0,g
炸鸡腿饭套餐,FR01003,鸡腿,1.0,pc
炸鸡腿饭套餐,PA99006,中薯盒,1.0,pc
炸鸡腿饭套餐,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
炸鸡腿饭套餐,FR02001,薯条细款7mm,150.0,g
炸鸡腿饭套餐,DR02001,起酥油,10.0,g
炸鸡腿饭套餐,SA01001,甜辣酱（大包）,10.0,g
炸鸡腿饭套餐,DR01002,香米,150.0,g
炸鸡腿饭套餐,MK01016,香辣蘸料,10.0,g
炸鸡腿饭套餐,DR02002,炸鸡炸粉,10.0,g
炸鸡腿饭套餐,PA01002,塑料碗盒（方盒）,1.0,pc
炸鸡腿饭套餐,PA99027,哑光塑料封口膜,1.0,pc
炸鸡腿饭套餐,PA99016,托盘纸,1.0,pc
炸鸡腿饭套餐,SA01008,辣椒酱（大包）,10.0,g
炸鸡腿饭套餐,SA01009,番茄酱（大包）,10.0,g
炸鸡腿饭套餐,DR06002,盐,1.0,g
烤手枪腿饭套餐,MK01020,黄瓜片,20.0,g
烤手枪腿饭套餐,PA01006,酱料盒（堂食）,1.0,pc
烤手枪腿饭套餐,SE05002,辣味粉,5.0,g
烤手枪腿饭套餐,PA99006,中薯盒,1.0,pc
烤手枪腿饭套餐,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
烤手枪腿饭套餐,FR02001,薯条细款7mm,150.0,g
烤手枪腿饭套餐,DR02001,起酥油,10.0,g
烤手枪腿饭套餐,PA99001,16A 冷杯,1.0,pc
烤手枪腿饭套餐,BE01004,百事可乐原味,25.0,g
烤手枪腿饭套餐,DR01002,香米,150.0,g
烤手枪腿饭套餐,MK01016,香辣蘸料,40.0,g
烤手枪腿饭套餐,PA01002,塑料碗盒（方盒）,1.0,pc
烤手枪腿饭套餐,PA99024,PLA尖头吸管,1.0,pc
烤手枪腿饭套餐,PA99027,哑光塑料封口膜,1.0,pc
烤手枪腿饭套餐,SE05001,BBQ酱,15.0,g
烤手枪腿饭套餐,FR01002,手枪腿,1.0,pc
烤手枪腿饭套餐,PA99016,托盘纸,1.0,pc
烤手枪腿饭套餐,SA01008,辣椒酱（大包）,10.0,g
烤手枪腿饭套餐,SA01009,番茄酱（大包）,10.0,g
烤手枪腿饭套餐,DR06002,盐,1.0,g
烤鸡翅尖,DR02001,J起酥油,10.0,g
烤鸡翅尖,DR02002,炸鸡炸粉,15.0,g
烤鸡翅尖,FR01004,翅根,1.0,pc
烤鸡翅尖,SA01001,甜辣酱（大包）,5.0,g
烤鸡翅尖,SE01001,腌泡粉,1.5,g
烤鸡翅尖,SE05001,BBQ酱,5.0,g
烤鸡翅尖,PA99035,小船盒,1.0,pc
烤鸡翅尖,SA01009,番茄酱（大包）,5.0,g
烤鸡臀肉饭套餐,MK01020,黄瓜片,20.0,g
照烧脆皮鸡饭,DR01002,香米,70.0,g
照烧脆皮鸡饭,DR02001,J起酥油,5.0,g
照烧脆皮鸡饭,DR02002,炸鸡炸粉,30.0,g
照烧脆皮鸡饭,FR01002,手枪腿,1.0,pc
照烧脆皮鸡饭,MK01003,玉米粒,20.0,g
照烧脆皮鸡饭,MK01019,生菜,20.0,g
照烧脆皮鸡饭,SA02001,沙拉酱,15.0,g
照烧脆皮鸡饭,SE01001,腌泡粉,5.0,g
照烧脆皮鸡饭,SA01008,辣椒酱（大包）,30.0,g
照烧脆皮鸡饭,SA01009,番茄酱（大包）,30.0,g
照烧脆皮鸡饭,DR07003,Teriyaki Sauce,20.0,g
照烧脆皮鸡饭,BE01004,百事可乐原味,25.0,g
照烧脆皮鸡饭,FR01003,鸡腿,1.0,pc
照烧脆皮鸡饭,FR02001,薯条细款7mm,150.0,g
照烧脆皮鸡饭,MK01016,Jauaa酱,40.0,g
照烧脆皮鸡饭,MK01020,黄瓜片,20.0,g
照烧脆皮鸡饭,PA01006,酱料盒（堂食）,1.0,pc
照烧脆皮鸡饭,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
照烧脆皮鸡饭,PA99001,16A 冷杯,1.0,pc
照烧脆皮鸡饭,PA99006,中薯盒,1.0,pc
照烧脆皮鸡饭,PA99016,托盘纸,1.0,pc
照烧脆皮鸡饭,PA99023,一次性手套,1.0,pc
照烧脆皮鸡饭,PA99024,PLA尖头吸管,1.0,pc
照烧脆皮鸡饭,PA99027,哑光塑料封口膜,1.0,pc
照烧脆皮鸡饭,SE05002,辣味粉,10.0,g
照烧鸡肉饭套餐,DR01002,香米,70.0,g
照烧鸡肉饭套餐,DR02001,J起酥油,5.0,g
照烧鸡肉饭套餐,DR02002,炸鸡炸粉,30.0,g
照烧鸡肉饭套餐,FR01002,手枪腿,1.0,pc
照烧鸡肉饭套餐,MK01003,玉米粒,20.0,g
照烧鸡肉饭套餐,MK01019,生菜,20.0,g
照烧鸡肉饭套餐,SA02001,沙拉酱,15.0,g
照烧鸡肉饭套餐,SE01001,腌泡粉,5.0,g
照烧鸡肉饭套餐,SA01008,辣椒酱（大包）,30.0,g
照烧鸡肉饭套餐,SA01009,番茄酱（大包）,30.0,g
照烧鸡肉饭套餐,DR07003,Teriyaki Sauce,20.0,g
照烧鸡肉饭套餐,BE01004,百事可乐原味,50.0,g
